SERIAL_CODE,EMS_ID,STATION_NAME,LOCATION,CITY,CATEGORY,STATION_ENVIRONMENT,STATION_OWNER,DATE_ESTABLISHED,NOTES,LATITUDE,LONGITUDE,HEIGHT(m),STATUS,URL,URL2,PM25_INSTRUMENT,PM25,PM25_UNIT,NO,NO_UNIT,NO2,NO2_UNIT,NOX,NOX_UNIT,O3,O3_UNIT,PM10,PM10_UNIT,SO2,SO2_UNIT,TRS,TRS_UNIT,H2S,H2S_UNIT,WDIR_VEC,WDIR_UNIT,WSPD_SCLR,WSPD_UNIT,TEMP,TEMP_UNIT,HUMIDITY,HUMIDITY_UNIT,PRECIPITATION,PRECIPITATION_UNIT,BAR_PRESSURE,PRESSURE_UNIT,SNOWDEPTH,SNOWDEPTH_UNIT,CO,CO_UNIT,PM25_24,NO_24,NO2_24,NOX_24,O3_8,PM10_24,SO2_24,TRS_24,H2S_24,DATE,DATE_PST,URL_Station
565,E316370,Vancouver Clark Drive,"",Vancouver,METRO VANCOUVER,"",MVRD,"","",49.2603,-123.0778,29,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=565,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=577,PM25 SHARP5030,4.6,ug/m3,2.5,ppb,5.5,ppb,"","",28.3,ppb,"","","","","","","","",285.5,Deg.,1.9,m/s,13.1,Deg.C,66.4,% RH,"","","","","","",0.22,ppm,5.8,7.9,9.8,"",25.8,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=565
259,E232246,Vancouver International Airport #2,"",Richmond,METRO VANCOUVER,"",MVRD,"","",49.1863,-123.1524,1,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=259,,PM25 SHARP5030,5.1,ug/m3,1.8,ppb,7,ppb,"","",30.2,ppb,12.4,ug/m3,0.5,ppb,"","","","",287.6,Deg.,5.55,m/s,12.6,Deg.C,74.2,% RH,"","","","","","",0.18,ppm,5.9,3.2,11.4,"",24.1,11.8,0.4,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=259
240,0310174,Vancouver Robson Square,"",Vancouver,METRO VANCOUVER,"",MVRD,"","",49.2823,-123.1219,32,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=240,,"","","",1.7,ppb,8.5,ppb,"","",24.2,ppb,"","",0.4,ppb,"","","","","","","","","","","","","","","","","","",0.2,ppm,"",6.3,12.9,"",20.7,"",0.5,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=240
212,E269223,Vanderhoof Courthouse,"",Vanderhoof,OPERATIONAL,"",ENV,"","",54.0163,-124.0061,638,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=212,,BAM1020,3,ug/m3,"","","","","","","","",7.8,ug/m3,"","","","","","",257.2,Deg.,5.14,m/s,9.9,Deg.C,43,% RH,"","","",kPa,"","","","",6.1,"","","","",8,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=212
11,E249492,Vernon Science Centre,"",Vernon,OPERATIONAL,"",ENV,"","",50.260617,-119.270723,476,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=11,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=194,PM25 SHARP5030,1.6,ug/m3,1.6,ppb,10.7,ppb,"","",20.6,ppb,12,ug/m3,"","","","","","",168,Deg.,1.14,m/s,9.6,Deg.C,68.2,% RH,"","","","","","","","",7.8,4.5,11,"",28.1,18.5,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=11
4,E231866,Victoria Topaz,"",Victoria,OPERATIONAL,"",ENV,"","",48.441942,-123.363165,29,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=4,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=8,PM25_SHARP5030i,"",ug/m3,1.8,ppb,4.3,ppb,"","",29.5,ppb,"","",0.7,ppb,"","","","",277.1,Deg.,4.38,m/s,13.6,Deg.C,55.8,% RH,"","","","","","",0.124,ppm,"",1.8,6.4,"",28.9,"",0.7,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=4
591,E330194,Warfield Haley Park,"",Trail,OPERATIONAL,"",INDUSTRY,"","",49.097286,-117.74366,600,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=591,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=587,"","","","","","","","","","","","","",0,ppb,"","","","",268.1,Deg.,0.81,m/s,9.5,Deg.C,42.5,% RH,"","","","","","","","","","","","","","",3.5,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=591
197,E227431,Whistler Meadow Park,"",Whistler,OPERATIONAL,"",ENV,"","",50.144285,-122.960402,638,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=197,,PM25_SHARP5030i,2.9,ug/m3,0.1,ppb,0.3,ppb,"","",31.1,ppb,"","","","","","","","","","","","","","","","","","","","","","","","",4.4,1,3.4,"",28.4,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=197
16,0550502,Williams Lake Columneetza School,"",Williams Lake,OPERATIONAL,"",ENV,"","",52.14428,-122.150391,631,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=16,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=549,PM25_SHARP5030i,0.9,ug/m3,0.4,ppb,0.6,ppb,"","",32.9,ppb,10.8,ug/m3,"","","","","","",321.3,Deg.,1.3,m/s,10.9,Deg.C,34.7,% RH,"","","","","","","","",2.1,2.4,7.5,"",27.8,16.5,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=16
579,E330211,Willow Creek Mine,"",Tumbler Ridge,OPERATIONAL,"",INDUSTRY,"","",55.6355,-122.235639,626,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=579,,API_T640X,1.6,ug/m3,"","","","","","","","",5.3,ug/m3,"","","","","","",191.4,Deg.,2.1,m/s,8.9,Deg.C,49.6,% RH,"","","","","","","","",2.2,"","","","",4,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=579
590,E328532,Willow Flats Compressor Station 2,"",Chetwynd,OPERATIONAL,"",INDUSTRY,"","",55.6478,-122.2039,630,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=590,,"","","",0.8,ppb,1.9,ppb,"","",29.9,ppb,"","","","","","","","",209.1,Deg.,4,m/s,8.6,Deg.C,50.1,% RH,"","","","","","","","","",0.8,1.7,"",29.5,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=590
